subtopic_slug,subtopic,parent_topic,year,query_slug,query_text,query_type,paper_count_unique_with_abstract,paper_count_unique_raw,raw_records,missing_abstract_unique,pages,malformed_lines,raw_path
efficient-llm-inference,efficient LLM inference,Large Language Models,2021,efficient-inference-for-large-language-models,efficient inference for large language models,paraphrase,66,78,78,12,1,0,/Users/xiaozhou/Desktop/weak-signal-benchmark/construction_v2/papers/subtopics/efficient-llm-inference/raw/semantic_scholar_efficient-llm-inference_2021_efficient-inference-for-large-language-models.jsonl
efficient-llm-inference,efficient LLM inference,Large Language Models,2021,efficient-large-language-model-inference,efficient large language model inference,paraphrase,66,78,78,12,1,0,/Users/xiaozhou/Desktop/weak-signal-benchmark/construction_v2/papers/subtopics/efficient-llm-inference/raw/semantic_scholar_efficient-llm-inference_2021_efficient-large-language-model-inference.jsonl
efficient-llm-inference,efficient LLM inference,Large Language Models,2021,efficient-llm-inference,efficient LLM inference,topic,0,0,0,0,1,0,/Users/xiaozhou/Desktop/weak-signal-benchmark/construction_v2/papers/subtopics/efficient-llm-inference/raw/semantic_scholar_efficient-llm-inference_2021_efficient-llm-inference.jsonl
efficient-llm-inference,efficient LLM inference,Large Language Models,2021,llm-inference-acceleration,LLM inference acceleration,paraphrase,0,0,0,0,1,0,/Users/xiaozhou/Desktop/weak-signal-benchmark/construction_v2/papers/subtopics/efficient-llm-inference/raw/semantic_scholar_efficient-llm-inference_2021_llm-inference-acceleration.jsonl
efficient-llm-inference,efficient LLM inference,Large Language Models,2022,efficient-inference-for-large-language-models,efficient inference for large language models,paraphrase,73,90,90,17,1,0,/Users/xiaozhou/Desktop/weak-signal-benchmark/construction_v2/papers/subtopics/efficient-llm-inference/raw/semantic_scholar_efficient-llm-inference_2022_efficient-inference-for-large-language-models.jsonl
efficient-llm-inference,efficient LLM inference,Large Language Models,2022,efficient-large-language-model-inference,efficient large language model inference,paraphrase,73,90,90,17,1,0,/Users/xiaozhou/Desktop/weak-signal-benchmark/construction_v2/papers/subtopics/efficient-llm-inference/raw/semantic_scholar_efficient-llm-inference_2022_efficient-large-language-model-inference.jsonl
efficient-llm-inference,efficient LLM inference,Large Language Models,2022,efficient-llm-inference,efficient LLM inference,topic,10,10,10,0,1,0,/Users/xiaozhou/Desktop/weak-signal-benchmark/construction_v2/papers/subtopics/efficient-llm-inference/raw/semantic_scholar_efficient-llm-inference_2022_efficient-llm-inference.jsonl
efficient-llm-inference,efficient LLM inference,Large Language Models,2022,llm-inference-acceleration,LLM inference acceleration,paraphrase,1,1,1,0,1,0,/Users/xiaozhou/Desktop/weak-signal-benchmark/construction_v2/papers/subtopics/efficient-llm-inference/raw/semantic_scholar_efficient-llm-inference_2022_llm-inference-acceleration.jsonl
efficient-llm-inference,efficient LLM inference,Large Language Models,2023,efficient-inference-for-large-language-models,efficient inference for large language models,paraphrase,274,298,298,24,1,0,/Users/xiaozhou/Desktop/weak-signal-benchmark/construction_v2/papers/subtopics/efficient-llm-inference/raw/semantic_scholar_efficient-llm-inference_2023_efficient-inference-for-large-language-models.jsonl
efficient-llm-inference,efficient LLM inference,Large Language Models,2023,efficient-large-language-model-inference,efficient large language model inference,paraphrase,274,298,298,24,1,0,/Users/xiaozhou/Desktop/weak-signal-benchmark/construction_v2/papers/subtopics/efficient-llm-inference/raw/semantic_scholar_efficient-llm-inference_2023_efficient-large-language-model-inference.jsonl
efficient-llm-inference,efficient LLM inference,Large Language Models,2023,efficient-llm-inference,efficient LLM inference,topic,153,161,161,8,1,0,/Users/xiaozhou/Desktop/weak-signal-benchmark/construction_v2/papers/subtopics/efficient-llm-inference/raw/semantic_scholar_efficient-llm-inference_2023_efficient-llm-inference.jsonl
efficient-llm-inference,efficient LLM inference,Large Language Models,2023,llm-inference-acceleration,LLM inference acceleration,paraphrase,15,16,16,1,1,0,/Users/xiaozhou/Desktop/weak-signal-benchmark/construction_v2/papers/subtopics/efficient-llm-inference/raw/semantic_scholar_efficient-llm-inference_2023_llm-inference-acceleration.jsonl
efficient-llm-inference,efficient LLM inference,Large Language Models,2024,efficient-inference-for-large-language-models,efficient inference for large language models,paraphrase,948,999,999,51,1,0,/Users/xiaozhou/Desktop/weak-signal-benchmark/construction_v2/papers/subtopics/efficient-llm-inference/raw/semantic_scholar_efficient-llm-inference_2024_efficient-inference-for-large-language-models.jsonl
efficient-llm-inference,efficient LLM inference,Large Language Models,2024,efficient-large-language-model-inference,efficient large language model inference,paraphrase,948,999,999,51,1,0,/Users/xiaozhou/Desktop/weak-signal-benchmark/construction_v2/papers/subtopics/efficient-llm-inference/raw/semantic_scholar_efficient-llm-inference_2024_efficient-large-language-model-inference.jsonl
efficient-llm-inference,efficient LLM inference,Large Language Models,2024,efficient-llm-inference,efficient LLM inference,topic,776,819,819,43,1,0,/Users/xiaozhou/Desktop/weak-signal-benchmark/construction_v2/papers/subtopics/efficient-llm-inference/raw/semantic_scholar_efficient-llm-inference_2024_efficient-llm-inference.jsonl
efficient-llm-inference,efficient LLM inference,Large Language Models,2024,llm-inference-acceleration,LLM inference acceleration,paraphrase,91,95,95,4,1,0,/Users/xiaozhou/Desktop/weak-signal-benchmark/construction_v2/papers/subtopics/efficient-llm-inference/raw/semantic_scholar_efficient-llm-inference_2024_llm-inference-acceleration.jsonl
fairness-and-bias-in-llms,fairness and bias in LLMs,Large Language Models,2019,bias-and-fairness-in-llms,bias and fairness in LLMs,paraphrase,0,2,2,2,1,0,/Users/xiaozhou/Desktop/weak-signal-benchmark/construction_v2/papers/subtopics/fairness-and-bias-in-llms/raw/semantic_scholar_fairness-and-bias-in-llms_2019_bias-and-fairness-in-llms.jsonl
fairness-and-bias-in-llms,fairness and bias in LLMs,Large Language Models,2019,bias-in-large-language-models,bias in large language models,paraphrase,103,147,147,44,1,0,/Users/xiaozhou/Desktop/weak-signal-benchmark/construction_v2/papers/subtopics/fairness-and-bias-in-llms/raw/semantic_scholar_fairness-and-bias-in-llms_2019_bias-in-large-language-models.jsonl
fairness-and-bias-in-llms,fairness and bias in LLMs,Large Language Models,2019,fairness-and-bias-in-llms,fairness and bias in LLMs,topic,0,2,2,2,1,0,/Users/xiaozhou/Desktop/weak-signal-benchmark/construction_v2/papers/subtopics/fairness-and-bias-in-llms/raw/semantic_scholar_fairness-and-bias-in-llms_2019_fairness-and-bias-in-llms.jsonl
fairness-and-bias-in-llms,fairness and bias in LLMs,Large Language Models,2019,fairness-in-large-language-models,fairness in large language models,paraphrase,14,33,33,19,1,0,/Users/xiaozhou/Desktop/weak-signal-benchmark/construction_v2/papers/subtopics/fairness-and-bias-in-llms/raw/semantic_scholar_fairness-and-bias-in-llms_2019_fairness-in-large-language-models.jsonl
fairness-and-bias-in-llms,fairness and bias in LLMs,Large Language Models,2019,llm-fairness-and-bias,LLM fairness and bias,paraphrase,0,2,2,2,1,0,/Users/xiaozhou/Desktop/weak-signal-benchmark/construction_v2/papers/subtopics/fairness-and-bias-in-llms/raw/semantic_scholar_fairness-and-bias-in-llms_2019_llm-fairness-and-bias.jsonl
fairness-and-bias-in-llms,fairness and bias in LLMs,Large Language Models,2020,bias-and-fairness-in-llms,bias and fairness in LLMs,paraphrase,0,0,0,0,1,0,/Users/xiaozhou/Desktop/weak-signal-benchmark/construction_v2/papers/subtopics/fairness-and-bias-in-llms/raw/semantic_scholar_fairness-and-bias-in-llms_2020_bias-and-fairness-in-llms.jsonl
fairness-and-bias-in-llms,fairness and bias in LLMs,Large Language Models,2020,bias-in-large-language-models,bias in large language models,paraphrase,112,143,143,31,1,0,/Users/xiaozhou/Desktop/weak-signal-benchmark/construction_v2/papers/subtopics/fairness-and-bias-in-llms/raw/semantic_scholar_fairness-and-bias-in-llms_2020_bias-in-large-language-models.jsonl
fairness-and-bias-in-llms,fairness and bias in LLMs,Large Language Models,2020,fairness-and-bias-in-llms,fairness and bias in LLMs,topic,0,0,0,0,1,0,/Users/xiaozhou/Desktop/weak-signal-benchmark/construction_v2/papers/subtopics/fairness-and-bias-in-llms/raw/semantic_scholar_fairness-and-bias-in-llms_2020_fairness-and-bias-in-llms.jsonl
fairness-and-bias-in-llms,fairness and bias in LLMs,Large Language Models,2020,fairness-in-large-language-models,fairness in large language models,paraphrase,19,26,26,7,1,0,/Users/xiaozhou/Desktop/weak-signal-benchmark/construction_v2/papers/subtopics/fairness-and-bias-in-llms/raw/semantic_scholar_fairness-and-bias-in-llms_2020_fairness-in-large-language-models.jsonl
fairness-and-bias-in-llms,fairness and bias in LLMs,Large Language Models,2020,llm-fairness-and-bias,LLM fairness and bias,paraphrase,0,0,0,0,1,0,/Users/xiaozhou/Desktop/weak-signal-benchmark/construction_v2/papers/subtopics/fairness-and-bias-in-llms/raw/semantic_scholar_fairness-and-bias-in-llms_2020_llm-fairness-and-bias.jsonl
fairness-and-bias-in-llms,fairness and bias in LLMs,Large Language Models,2021,bias-and-fairness-in-llms,bias and fairness in LLMs,paraphrase,0,0,0,0,1,0,/Users/xiaozhou/Desktop/weak-signal-benchmark/construction_v2/papers/subtopics/fairness-and-bias-in-llms/raw/semantic_scholar_fairness-and-bias-in-llms_2021_bias-and-fairness-in-llms.jsonl
fairness-and-bias-in-llms,fairness and bias in LLMs,Large Language Models,2021,bias-in-large-language-models,bias in large language models,paraphrase,210,255,255,45,1,0,/Users/xiaozhou/Desktop/weak-signal-benchmark/construction_v2/papers/subtopics/fairness-and-bias-in-llms/raw/semantic_scholar_fairness-and-bias-in-llms_2021_bias-in-large-language-models.jsonl
fairness-and-bias-in-llms,fairness and bias in LLMs,Large Language Models,2021,fairness-and-bias-in-llms,fairness and bias in LLMs,topic,0,0,0,0,1,0,/Users/xiaozhou/Desktop/weak-signal-benchmark/construction_v2/papers/subtopics/fairness-and-bias-in-llms/raw/semantic_scholar_fairness-and-bias-in-llms_2021_fairness-and-bias-in-llms.jsonl
fairness-and-bias-in-llms,fairness and bias in LLMs,Large Language Models,2021,fairness-in-large-language-models,fairness in large language models,paraphrase,30,41,41,11,1,0,/Users/xiaozhou/Desktop/weak-signal-benchmark/construction_v2/papers/subtopics/fairness-and-bias-in-llms/raw/semantic_scholar_fairness-and-bias-in-llms_2021_fairness-in-large-language-models.jsonl
fairness-and-bias-in-llms,fairness and bias in LLMs,Large Language Models,2021,llm-fairness-and-bias,LLM fairness and bias,paraphrase,0,0,0,0,1,0,/Users/xiaozhou/Desktop/weak-signal-benchmark/construction_v2/papers/subtopics/fairness-and-bias-in-llms/raw/semantic_scholar_fairness-and-bias-in-llms_2021_llm-fairness-and-bias.jsonl
fairness-and-bias-in-llms,fairness and bias in LLMs,Large Language Models,2022,bias-and-fairness-in-llms,bias and fairness in LLMs,paraphrase,1,1,1,0,1,0,/Users/xiaozhou/Desktop/weak-signal-benchmark/construction_v2/papers/subtopics/fairness-and-bias-in-llms/raw/semantic_scholar_fairness-and-bias-in-llms_2022_bias-and-fairness-in-llms.jsonl
fairness-and-bias-in-llms,fairness and bias in LLMs,Large Language Models,2022,bias-in-large-language-models,bias in large language models,paraphrase,276,321,321,45,1,0,/Users/xiaozhou/Desktop/weak-signal-benchmark/construction_v2/papers/subtopics/fairness-and-bias-in-llms/raw/semantic_scholar_fairness-and-bias-in-llms_2022_bias-in-large-language-models.jsonl
fairness-and-bias-in-llms,fairness and bias in LLMs,Large Language Models,2022,fairness-and-bias-in-llms,fairness and bias in LLMs,topic,1,1,1,0,1,0,/Users/xiaozhou/Desktop/weak-signal-benchmark/construction_v2/papers/subtopics/fairness-and-bias-in-llms/raw/semantic_scholar_fairness-and-bias-in-llms_2022_fairness-and-bias-in-llms.jsonl
fairness-and-bias-in-llms,fairness and bias in LLMs,Large Language Models,2022,fairness-in-large-language-models,fairness in large language models,paraphrase,42,53,53,11,1,0,/Users/xiaozhou/Desktop/weak-signal-benchmark/construction_v2/papers/subtopics/fairness-and-bias-in-llms/raw/semantic_scholar_fairness-and-bias-in-llms_2022_fairness-in-large-language-models.jsonl
fairness-and-bias-in-llms,fairness and bias in LLMs,Large Language Models,2022,llm-fairness-and-bias,LLM fairness and bias,paraphrase,1,1,1,0,1,0,/Users/xiaozhou/Desktop/weak-signal-benchmark/construction_v2/papers/subtopics/fairness-and-bias-in-llms/raw/semantic_scholar_fairness-and-bias-in-llms_2022_llm-fairness-and-bias.jsonl
fairness-and-bias-in-llms,fairness and bias in LLMs,Large Language Models,2023,bias-and-fairness-in-llms,bias and fairness in LLMs,paraphrase,64,66,66,2,1,0,/Users/xiaozhou/Desktop/weak-signal-benchmark/construction_v2/papers/subtopics/fairness-and-bias-in-llms/raw/semantic_scholar_fairness-and-bias-in-llms_2023_bias-and-fairness-in-llms.jsonl
fairness-and-bias-in-llms,fairness and bias in LLMs,Large Language Models,2023,bias-in-large-language-models,bias in large language models,paraphrase,957,1056,1056,99,2,0,/Users/xiaozhou/Desktop/weak-signal-benchmark/construction_v2/papers/subtopics/fairness-and-bias-in-llms/raw/semantic_scholar_fairness-and-bias-in-llms_2023_bias-in-large-language-models.jsonl
fairness-and-bias-in-llms,fairness and bias in LLMs,Large Language Models,2023,fairness-and-bias-in-llms,fairness and bias in LLMs,topic,64,66,66,2,1,0,/Users/xiaozhou/Desktop/weak-signal-benchmark/construction_v2/papers/subtopics/fairness-and-bias-in-llms/raw/semantic_scholar_fairness-and-bias-in-llms_2023_fairness-and-bias-in-llms.jsonl
fairness-and-bias-in-llms,fairness and bias in LLMs,Large Language Models,2023,fairness-in-large-language-models,fairness in large language models,paraphrase,220,241,241,21,1,0,/Users/xiaozhou/Desktop/weak-signal-benchmark/construction_v2/papers/subtopics/fairness-and-bias-in-llms/raw/semantic_scholar_fairness-and-bias-in-llms_2023_fairness-in-large-language-models.jsonl
fairness-and-bias-in-llms,fairness and bias in LLMs,Large Language Models,2023,llm-fairness-and-bias,LLM fairness and bias,paraphrase,64,66,66,2,1,0,/Users/xiaozhou/Desktop/weak-signal-benchmark/construction_v2/papers/subtopics/fairness-and-bias-in-llms/raw/semantic_scholar_fairness-and-bias-in-llms_2023_llm-fairness-and-bias.jsonl
fairness-and-bias-in-llms,fairness and bias in LLMs,Large Language Models,2024,bias-and-fairness-in-llms,bias and fairness in LLMs,paraphrase,240,260,260,20,1,0,/Users/xiaozhou/Desktop/weak-signal-benchmark/construction_v2/papers/subtopics/fairness-and-bias-in-llms/raw/semantic_scholar_fairness-and-bias-in-llms_2024_bias-and-fairness-in-llms.jsonl
fairness-and-bias-in-llms,fairness and bias in LLMs,Large Language Models,2024,bias-in-large-language-models,bias in large language models,paraphrase,2308,2501,2501,193,3,0,/Users/xiaozhou/Desktop/weak-signal-benchmark/construction_v2/papers/subtopics/fairness-and-bias-in-llms/raw/semantic_scholar_fairness-and-bias-in-llms_2024_bias-in-large-language-models.jsonl
fairness-and-bias-in-llms,fairness and bias in LLMs,Large Language Models,2024,fairness-and-bias-in-llms,fairness and bias in LLMs,topic,240,260,260,20,1,0,/Users/xiaozhou/Desktop/weak-signal-benchmark/construction_v2/papers/subtopics/fairness-and-bias-in-llms/raw/semantic_scholar_fairness-and-bias-in-llms_2024_fairness-and-bias-in-llms.jsonl
fairness-and-bias-in-llms,fairness and bias in LLMs,Large Language Models,2024,fairness-in-large-language-models,fairness in large language models,paraphrase,568,620,620,52,1,0,/Users/xiaozhou/Desktop/weak-signal-benchmark/construction_v2/papers/subtopics/fairness-and-bias-in-llms/raw/semantic_scholar_fairness-and-bias-in-llms_2024_fairness-in-large-language-models.jsonl
fairness-and-bias-in-llms,fairness and bias in LLMs,Large Language Models,2024,llm-fairness-and-bias,LLM fairness and bias,paraphrase,240,260,260,20,1,0,/Users/xiaozhou/Desktop/weak-signal-benchmark/construction_v2/papers/subtopics/fairness-and-bias-in-llms/raw/semantic_scholar_fairness-and-bias-in-llms_2024_llm-fairness-and-bias.jsonl
hallucination-mitigation,hallucination mitigation,Large Language Models,2019,hallucination-mitigation-in-llms,hallucination mitigation in LLMs,paraphrase,0,0,0,0,1,0,/Users/xiaozhou/Desktop/weak-signal-benchmark/construction_v2/papers/subtopics/hallucination-mitigation/raw/semantic_scholar_hallucination-mitigation_2019_hallucination-mitigation-in-llms.jsonl
hallucination-mitigation,hallucination mitigation,Large Language Models,2019,hallucination-mitigation,hallucination mitigation,topic,6,10,10,4,1,0,/Users/xiaozhou/Desktop/weak-signal-benchmark/construction_v2/papers/subtopics/hallucination-mitigation/raw/semantic_scholar_hallucination-mitigation_2019_hallucination-mitigation.jsonl
hallucination-mitigation,hallucination mitigation,Large Language Models,2019,llm-hallucination-reduction,LLM hallucination reduction,paraphrase,0,0,0,0,1,0,/Users/xiaozhou/Desktop/weak-signal-benchmark/construction_v2/papers/subtopics/hallucination-mitigation/raw/semantic_scholar_hallucination-mitigation_2019_llm-hallucination-reduction.jsonl
hallucination-mitigation,hallucination mitigation,Large Language Models,2019,mitigating-hallucinations-in-large-language-models,mitigating hallucinations in large language models,paraphrase,0,1,1,1,1,0,/Users/xiaozhou/Desktop/weak-signal-benchmark/construction_v2/papers/subtopics/hallucination-mitigation/raw/semantic_scholar_hallucination-mitigation_2019_mitigating-hallucinations-in-large-language-models.jsonl
hallucination-mitigation,hallucination mitigation,Large Language Models,2020,hallucination-mitigation-in-llms,hallucination mitigation in LLMs,paraphrase,1,1,1,0,1,0,/Users/xiaozhou/Desktop/weak-signal-benchmark/construction_v2/papers/subtopics/hallucination-mitigation/raw/semantic_scholar_hallucination-mitigation_2020_hallucination-mitigation-in-llms.jsonl
hallucination-mitigation,hallucination mitigation,Large Language Models,2020,hallucination-mitigation,hallucination mitigation,topic,11,12,12,1,1,0,/Users/xiaozhou/Desktop/weak-signal-benchmark/construction_v2/papers/subtopics/hallucination-mitigation/raw/semantic_scholar_hallucination-mitigation_2020_hallucination-mitigation.jsonl
hallucination-mitigation,hallucination mitigation,Large Language Models,2020,llm-hallucination-reduction,LLM hallucination reduction,paraphrase,1,1,1,0,1,0,/Users/xiaozhou/Desktop/weak-signal-benchmark/construction_v2/papers/subtopics/hallucination-mitigation/raw/semantic_scholar_hallucination-mitigation_2020_llm-hallucination-reduction.jsonl
hallucination-mitigation,hallucination mitigation,Large Language Models,2020,mitigating-hallucinations-in-large-language-models,mitigating hallucinations in large language models,paraphrase,1,1,1,0,1,0,/Users/xiaozhou/Desktop/weak-signal-benchmark/construction_v2/papers/subtopics/hallucination-mitigation/raw/semantic_scholar_hallucination-mitigation_2020_mitigating-hallucinations-in-large-language-models.jsonl
hallucination-mitigation,hallucination mitigation,Large Language Models,2021,hallucination-mitigation-in-llms,hallucination mitigation in LLMs,paraphrase,0,0,0,0,1,0,/Users/xiaozhou/Desktop/weak-signal-benchmark/construction_v2/papers/subtopics/hallucination-mitigation/raw/semantic_scholar_hallucination-mitigation_2021_hallucination-mitigation-in-llms.jsonl
hallucination-mitigation,hallucination mitigation,Large Language Models,2021,hallucination-mitigation,hallucination mitigation,topic,10,11,11,1,1,0,/Users/xiaozhou/Desktop/weak-signal-benchmark/construction_v2/papers/subtopics/hallucination-mitigation/raw/semantic_scholar_hallucination-mitigation_2021_hallucination-mitigation.jsonl
hallucination-mitigation,hallucination mitigation,Large Language Models,2021,llm-hallucination-reduction,LLM hallucination reduction,paraphrase,0,0,0,0,1,0,/Users/xiaozhou/Desktop/weak-signal-benchmark/construction_v2/papers/subtopics/hallucination-mitigation/raw/semantic_scholar_hallucination-mitigation_2021_llm-hallucination-reduction.jsonl
hallucination-mitigation,hallucination mitigation,Large Language Models,2021,mitigating-hallucinations-in-large-language-models,mitigating hallucinations in large language models,paraphrase,1,1,1,0,1,0,/Users/xiaozhou/Desktop/weak-signal-benchmark/construction_v2/papers/subtopics/hallucination-mitigation/raw/semantic_scholar_hallucination-mitigation_2021_mitigating-hallucinations-in-large-language-models.jsonl
hallucination-mitigation,hallucination mitigation,Large Language Models,2022,hallucination-mitigation-in-llms,hallucination mitigation in LLMs,paraphrase,0,0,0,0,1,0,/Users/xiaozhou/Desktop/weak-signal-benchmark/construction_v2/papers/subtopics/hallucination-mitigation/raw/semantic_scholar_hallucination-mitigation_2022_hallucination-mitigation-in-llms.jsonl
hallucination-mitigation,hallucination mitigation,Large Language Models,2022,hallucination-mitigation,hallucination mitigation,topic,26,40,40,14,1,0,/Users/xiaozhou/Desktop/weak-signal-benchmark/construction_v2/papers/subtopics/hallucination-mitigation/raw/semantic_scholar_hallucination-mitigation_2022_hallucination-mitigation.jsonl
hallucination-mitigation,hallucination mitigation,Large Language Models,2022,llm-hallucination-reduction,LLM hallucination reduction,paraphrase,0,0,0,0,1,0,/Users/xiaozhou/Desktop/weak-signal-benchmark/construction_v2/papers/subtopics/hallucination-mitigation/raw/semantic_scholar_hallucination-mitigation_2022_llm-hallucination-reduction.jsonl
hallucination-mitigation,hallucination mitigation,Large Language Models,2022,mitigating-hallucinations-in-large-language-models,mitigating hallucinations in large language models,paraphrase,6,6,6,0,1,0,/Users/xiaozhou/Desktop/weak-signal-benchmark/construction_v2/papers/subtopics/hallucination-mitigation/raw/semantic_scholar_hallucination-mitigation_2022_mitigating-hallucinations-in-large-language-models.jsonl
hallucination-mitigation,hallucination mitigation,Large Language Models,2023,hallucination-mitigation-in-llms,hallucination mitigation in LLMs,paraphrase,66,68,68,2,1,0,/Users/xiaozhou/Desktop/weak-signal-benchmark/construction_v2/papers/subtopics/hallucination-mitigation/raw/semantic_scholar_hallucination-mitigation_2023_hallucination-mitigation-in-llms.jsonl
hallucination-mitigation,hallucination mitigation,Large Language Models,2023,hallucination-mitigation,hallucination mitigation,topic,121,132,132,11,1,0,/Users/xiaozhou/Desktop/weak-signal-benchmark/construction_v2/papers/subtopics/hallucination-mitigation/raw/semantic_scholar_hallucination-mitigation_2023_hallucination-mitigation.jsonl
hallucination-mitigation,hallucination mitigation,Large Language Models,2023,llm-hallucination-reduction,LLM hallucination reduction,paraphrase,12,12,12,0,1,0,/Users/xiaozhou/Desktop/weak-signal-benchmark/construction_v2/papers/subtopics/hallucination-mitigation/raw/semantic_scholar_hallucination-mitigation_2023_llm-hallucination-reduction.jsonl
hallucination-mitigation,hallucination mitigation,Large Language Models,2023,mitigating-hallucinations-in-large-language-models,mitigating hallucinations in large language models,paraphrase,85,87,87,2,1,0,/Users/xiaozhou/Desktop/weak-signal-benchmark/construction_v2/papers/subtopics/hallucination-mitigation/raw/semantic_scholar_hallucination-mitigation_2023_mitigating-hallucinations-in-large-language-models.jsonl
hallucination-mitigation,hallucination mitigation,Large Language Models,2024,hallucination-mitigation-in-llms,hallucination mitigation in LLMs,paraphrase,381,416,416,35,1,0,/Users/xiaozhou/Desktop/weak-signal-benchmark/construction_v2/papers/subtopics/hallucination-mitigation/raw/semantic_scholar_hallucination-mitigation_2024_hallucination-mitigation-in-llms.jsonl
hallucination-mitigation,hallucination mitigation,Large Language Models,2024,hallucination-mitigation,hallucination mitigation,topic,579,638,638,59,1,0,/Users/xiaozhou/Desktop/weak-signal-benchmark/construction_v2/papers/subtopics/hallucination-mitigation/raw/semantic_scholar_hallucination-mitigation_2024_hallucination-mitigation.jsonl
hallucination-mitigation,hallucination mitigation,Large Language Models,2024,llm-hallucination-reduction,LLM hallucination reduction,paraphrase,36,38,38,2,1,0,/Users/xiaozhou/Desktop/weak-signal-benchmark/construction_v2/papers/subtopics/hallucination-mitigation/raw/semantic_scholar_hallucination-mitigation_2024_llm-hallucination-reduction.jsonl
hallucination-mitigation,hallucination mitigation,Large Language Models,2024,mitigating-hallucinations-in-large-language-models,mitigating hallucinations in large language models,paraphrase,467,515,515,48,1,0,/Users/xiaozhou/Desktop/weak-signal-benchmark/construction_v2/papers/subtopics/hallucination-mitigation/raw/semantic_scholar_hallucination-mitigation_2024_mitigating-hallucinations-in-large-language-models.jsonl
instruction-tuning,instruction tuning,Large Language Models,2019,instruction-tuned-language-models,instruction-tuned language models,paraphrase,5,7,7,2,1,0,/Users/xiaozhou/Desktop/weak-signal-benchmark/construction_v2/papers/subtopics/instruction-tuning/raw/semantic_scholar_instruction-tuning_2019_instruction-tuned-language-models.jsonl
instruction-tuning,instruction tuning,Large Language Models,2019,instruction-tuning-for-large-language-models,instruction tuning for large language models,paraphrase,1,2,2,1,1,0,/Users/xiaozhou/Desktop/weak-signal-benchmark/construction_v2/papers/subtopics/instruction-tuning/raw/semantic_scholar_instruction-tuning_2019_instruction-tuning-for-large-language-models.jsonl
instruction-tuning,instruction tuning,Large Language Models,2019,instruction-tuning,instruction tuning,topic,80,117,117,37,1,0,/Users/xiaozhou/Desktop/weak-signal-benchmark/construction_v2/papers/subtopics/instruction-tuning/raw/semantic_scholar_instruction-tuning_2019_instruction-tuning.jsonl
instruction-tuning,instruction tuning,Large Language Models,2020,instruction-tuned-language-models,instruction-tuned language models,paraphrase,7,8,8,1,1,0,/Users/xiaozhou/Desktop/weak-signal-benchmark/construction_v2/papers/subtopics/instruction-tuning/raw/semantic_scholar_instruction-tuning_2020_instruction-tuned-language-models.jsonl
instruction-tuning,instruction tuning,Large Language Models,2020,instruction-tuning-for-large-language-models,instruction tuning for large language models,paraphrase,4,4,4,0,1,0,/Users/xiaozhou/Desktop/weak-signal-benchmark/construction_v2/papers/subtopics/instruction-tuning/raw/semantic_scholar_instruction-tuning_2020_instruction-tuning-for-large-language-models.jsonl
instruction-tuning,instruction tuning,Large Language Models,2020,instruction-tuning,instruction tuning,topic,72,100,100,28,1,0,/Users/xiaozhou/Desktop/weak-signal-benchmark/construction_v2/papers/subtopics/instruction-tuning/raw/semantic_scholar_instruction-tuning_2020_instruction-tuning.jsonl
instruction-tuning,instruction tuning,Large Language Models,2021,instruction-tuned-language-models,instruction-tuned language models,paraphrase,13,17,17,4,1,0,/Users/xiaozhou/Desktop/weak-signal-benchmark/construction_v2/papers/subtopics/instruction-tuning/raw/semantic_scholar_instruction-tuning_2021_instruction-tuned-language-models.jsonl
instruction-tuning,instruction tuning,Large Language Models,2021,instruction-tuning-for-large-language-models,instruction tuning for large language models,paraphrase,8,11,11,3,1,0,/Users/xiaozhou/Desktop/weak-signal-benchmark/construction_v2/papers/subtopics/instruction-tuning/raw/semantic_scholar_instruction-tuning_2021_instruction-tuning-for-large-language-models.jsonl
instruction-tuning,instruction tuning,Large Language Models,2021,instruction-tuning,instruction tuning,topic,77,105,105,28,1,0,/Users/xiaozhou/Desktop/weak-signal-benchmark/construction_v2/papers/subtopics/instruction-tuning/raw/semantic_scholar_instruction-tuning_2021_instruction-tuning.jsonl
instruction-tuning,instruction tuning,Large Language Models,2022,instruction-tuned-language-models,instruction-tuned language models,paraphrase,54,63,63,9,1,0,/Users/xiaozhou/Desktop/weak-signal-benchmark/construction_v2/papers/subtopics/instruction-tuning/raw/semantic_scholar_instruction-tuning_2022_instruction-tuned-language-models.jsonl
instruction-tuning,instruction tuning,Large Language Models,2022,instruction-tuning-for-large-language-models,instruction tuning for large language models,paraphrase,39,44,44,5,1,0,/Users/xiaozhou/Desktop/weak-signal-benchmark/construction_v2/papers/subtopics/instruction-tuning/raw/semantic_scholar_instruction-tuning_2022_instruction-tuning-for-large-language-models.jsonl
instruction-tuning,instruction tuning,Large Language Models,2022,instruction-tuning,instruction tuning,topic,152,172,172,20,1,0,/Users/xiaozhou/Desktop/weak-signal-benchmark/construction_v2/papers/subtopics/instruction-tuning/raw/semantic_scholar_instruction-tuning_2022_instruction-tuning.jsonl
instruction-tuning,instruction tuning,Large Language Models,2023,instruction-tuned-language-models,instruction-tuned language models,paraphrase,743,828,828,85,1,0,/Users/xiaozhou/Desktop/weak-signal-benchmark/construction_v2/papers/subtopics/instruction-tuning/raw/semantic_scholar_instruction-tuning_2023_instruction-tuned-language-models.jsonl
