annotation_id,mature_topic,space,rank,candidate_topic,image_path,github_image_url,topic_n_2019,topic_f_2019,topic_n_2020,topic_f_2020,topic_n_2021,topic_f_2021,topic_n_2022,topic_f_2022,topic_n_2023,topic_f_2023,ref_n_2024,ref_f_2024,score,passed_all_gates
WS0056,large-language-models,solution,5,autoregressive language models,construction_v2/final_results/large-language-models/solution/passed_all_gates/frequency_individual/05_autoregressive_language_models.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/large-language-models/solution/passed_all_gates/frequency_individual/05_autoregressive_language_models.png,0,0.0,1,0.00032808398950131233,0,0.0,1,0.001037344398340249,2,0.0012012012012012011,34,0.002707221912572657,0.02334684574285287,True
WS0057,large-language-models,solution,6,retrieval-augmented question answering,construction_v2/final_results/large-language-models/solution/passed_all_gates/frequency_individual/06_retrieval-augmented_question_answering.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/large-language-models/solution/passed_all_gates/frequency_individual/06_retrieval-augmented_question_answering.png,0,0.0,1,0.00032808398950131233,1,0.0005810575246949448,0,0.0,2,0.0012012012012012011,67,0.005334819651246118,0.0003507540539631735,True
WS0058,large-language-models,solution,7,long-context language models,construction_v2/final_results/large-language-models/solution/passed_all_gates/frequency_individual/07_long-context_language_models.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/large-language-models/solution/passed_all_gates/frequency_individual/07_long-context_language_models.png,0,0.0,1,0.00032808398950131233,0,0.0,0,0.0,2,0.0012012012012012011,190,0.015128593040847202,0.00010314011853783399,True
WS0059,large-language-models,solution,8,code generation models,construction_v2/final_results/large-language-models/solution/passed_all_gates/frequency_individual/08_code_generation_models.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/large-language-models/solution/passed_all_gates/frequency_individual/08_code_generation_models.png,0,0.0,0,0.0,1,0.0005810575246949448,0,0.0,1,0.0006006006006006006,191,0.015208217214746397,9.800106763624755e-05,True
WS0060,federated-reinforcement-learning,problem,1,state-action coverage under heterogeneous agent behavior,construction_v2/final_results/federated-reinforcement-learning/problem/passed_all_gates/frequency_individual/01_state-action_coverage_under_heterogeneous_agent_behavior.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/federated-reinforcement-learning/problem/passed_all_gates/frequency_individual/01_state-action_coverage_under_heterogeneous_agent_behavior.png,0,0.0,0,0.0,0,0.0,0,0.0,1,0.002717391304347826,6,0.011278195488721804,0.0,True
WS0061,federated-reinforcement-learning,solution,1,ADMM-based gradient updates,construction_v2/final_results/federated-reinforcement-learning/solution/passed_all_gates/frequency_individual/01_admm-based_gradient_updates.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/federated-reinforcement-learning/solution/passed_all_gates/frequency_individual/01_admm-based_gradient_updates.png,0,0.0,0,0.0,0,0.0,0,0.0,1,0.002717391304347826,3,0.005639097744360902,0.0,True
WS0062,federated-reinforcement-learning,solution,2,federated stochastic approximation,construction_v2/final_results/federated-reinforcement-learning/solution/passed_all_gates/frequency_individual/02_federated_stochastic_approximation.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/federated-reinforcement-learning/solution/passed_all_gates/frequency_individual/02_federated_stochastic_approximation.png,0,0.0,0,0.0,0,0.0,1,0.0034965034965034965,1,0.002717391304347826,9,0.016917293233082706,0.0,True
WS0063,human-ai-interface,problem,1,automation bias in AI-assisted decision making,construction_v2/final_results/human-ai-interface/problem/passed_all_gates/frequency_individual/01_automation_bias_in_ai-assisted_decision_making.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/human-ai-interface/problem/passed_all_gates/frequency_individual/01_automation_bias_in_ai-assisted_decision_making.png,0,0.0,0,0.0,1,0.0005991611743559018,2,0.0007204610951008645,3,0.0006681514476614699,9,0.0012629806342969408,0.025366262219497494,True
WS0064,human-ai-interface,problem,2,non-expert prompt design barriers,construction_v2/final_results/human-ai-interface/problem/passed_all_gates/frequency_individual/02_non-expert_prompt_design_barriers.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/human-ai-interface/problem/passed_all_gates/frequency_individual/02_non-expert_prompt_design_barriers.png,0,0.0,0,0.0,0,0.0,0,0.0,1,0.00022271714922048998,11,0.0015436429974740387,0.0,True
WS0065,human-ai-interface,problem,3,human-AI feedback loops,construction_v2/final_results/human-ai-interface/problem/passed_all_gates/frequency_individual/03_human-ai_feedback_loops.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/human-ai-interface/problem/passed_all_gates/frequency_individual/03_human-ai_feedback_loops.png,0,0.0,0,0.0,0,0.0,0,0.0,1,0.00022271714922048998,3,0.0004209935447656469,0.0,True
WS0066,human-ai-interface,problem,4,human-centered LLM transparency,construction_v2/final_results/human-ai-interface/problem/passed_all_gates/frequency_individual/04_human-centered_llm_transparency.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/human-ai-interface/problem/passed_all_gates/frequency_individual/04_human-centered_llm_transparency.png,0,0.0,0,0.0,0,0.0,0,0.0,1,0.00022271714922048998,4,0.000561324726354196,0.0,True
WS0067,human-ai-interface,problem,5,theory of mind in large language models,construction_v2/final_results/human-ai-interface/problem/passed_all_gates/frequency_individual/05_theory_of_mind_in_large_language_models.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/human-ai-interface/problem/passed_all_gates/frequency_individual/05_theory_of_mind_in_large_language_models.png,0,0.0,0,0.0,0,0.0,0,0.0,1,0.00022271714922048998,5,0.0007016559079427449,0.0,True
WS0068,human-ai-interface,problem,6,support-seeking preferences in human-AI creative collaboration,construction_v2/final_results/human-ai-interface/problem/passed_all_gates/frequency_individual/06_support-seeking_preferences_in_human-ai_creative_collaboration.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/human-ai-interface/problem/passed_all_gates/frequency_individual/06_support-seeking_preferences_in_human-ai_creative_collaboration.png,0,0.0,0,0.0,0,0.0,0,0.0,1,0.00022271714922048998,4,0.000561324726354196,0.0,True
WS0069,human-ai-interface,problem,7,user trust and ownership in AI-assisted writing,construction_v2/final_results/human-ai-interface/problem/passed_all_gates/frequency_individual/07_user_trust_and_ownership_in_ai-assisted_writing.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/human-ai-interface/problem/passed_all_gates/frequency_individual/07_user_trust_and_ownership_in_ai-assisted_writing.png,0,0.0,0,0.0,0,0.0,0,0.0,1,0.00022271714922048998,4,0.000561324726354196,0.0,True
WS0070,human-ai-interface,problem,8,social dynamics of generative AI support,construction_v2/final_results/human-ai-interface/problem/passed_all_gates/frequency_individual/08_social_dynamics_of_generative_ai_support.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/human-ai-interface/problem/passed_all_gates/frequency_individual/08_social_dynamics_of_generative_ai_support.png,0,0.0,0,0.0,0,0.0,0,0.0,1,0.00022271714922048998,4,0.000561324726354196,0.0,True
WS0071,human-ai-interface,problem,9,AI transparency and opacity,construction_v2/final_results/human-ai-interface/problem/passed_all_gates/frequency_individual/09_ai_transparency_and_opacity.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/human-ai-interface/problem/passed_all_gates/frequency_individual/09_ai_transparency_and_opacity.png,0,0.0,0,0.0,0,0.0,0,0.0,1,0.00022271714922048998,3,0.0004209935447656469,0.0,True
WS0072,human-ai-interface,problem,10,AI-generated content accountability,construction_v2/final_results/human-ai-interface/problem/passed_all_gates/frequency_individual/10_ai-generated_content_accountability.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/human-ai-interface/problem/passed_all_gates/frequency_individual/10_ai-generated_content_accountability.png,0,0.0,0,0.0,0,0.0,0,0.0,1,0.00022271714922048998,4,0.000561324726354196,0.0,True
WS0073,human-ai-interface,problem,11,ethical and legal risks of AI chatbots,construction_v2/final_results/human-ai-interface/problem/passed_all_gates/frequency_individual/11_ethical_and_legal_risks_of_ai_chatbots.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/human-ai-interface/problem/passed_all_gates/frequency_individual/11_ethical_and_legal_risks_of_ai_chatbots.png,0,0.0,0,0.0,0,0.0,0,0.0,1,0.00022271714922048998,3,0.0004209935447656469,0.0,True
WS0074,human-ai-interface,problem,12,ethical and practical challenges of conversational AI use,construction_v2/final_results/human-ai-interface/problem/passed_all_gates/frequency_individual/12_ethical_and_practical_challenges_of_conversational_ai_use.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/human-ai-interface/problem/passed_all_gates/frequency_individual/12_ethical_and_practical_challenges_of_conversational_ai_use.png,0,0.0,0,0.0,0,0.0,0,0.0,1,0.00022271714922048998,3,0.0004209935447656469,0.0,True
WS0075,human-ai-interface,solution,1,uncertainty communication in AI systems,construction_v2/final_results/human-ai-interface/solution/passed_all_gates/frequency_individual/01_uncertainty_communication_in_ai_systems.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/human-ai-interface/solution/passed_all_gates/frequency_individual/01_uncertainty_communication_in_ai_systems.png,0,0.0,0,0.0,0,0.0,1,0.00036023054755043225,2,0.00044543429844097997,5,0.0007016559079427449,0.08154423480736984,True
WS0076,human-ai-interface,solution,2,mathematical modeling of human-AI ecosystems,construction_v2/final_results/human-ai-interface/solution/passed_all_gates/frequency_individual/02_mathematical_modeling_of_human-ai_ecosystems.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/human-ai-interface/solution/passed_all_gates/frequency_individual/02_mathematical_modeling_of_human-ai_ecosystems.png,0,0.0,0,0.0,0,0.0,0,0.0,1,0.00022271714922048998,3,0.0004209935447656469,0.0,True
WS0077,human-ai-interface,solution,3,human-in-the-loop embodied AI simulation,construction_v2/final_results/human-ai-interface/solution/passed_all_gates/frequency_individual/03_human-in-the-loop_embodied_ai_simulation.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/human-ai-interface/solution/passed_all_gates/frequency_individual/03_human-in-the-loop_embodied_ai_simulation.png,0,0.0,0,0.0,0,0.0,0,0.0,1,0.00022271714922048998,3,0.0004209935447656469,0.0,True
WS0078,human-ai-interface,solution,4,human-interaction risk assessment for generative AI,construction_v2/final_results/human-ai-interface/solution/passed_all_gates/frequency_individual/04_human-interaction_risk_assessment_for_generative_ai.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/human-ai-interface/solution/passed_all_gates/frequency_individual/04_human-interaction_risk_assessment_for_generative_ai.png,0,0.0,0,0.0,0,0.0,0,0.0,1,0.00022271714922048998,4,0.000561324726354196,0.0,True
WS0079,human-ai-interface,solution,5,iterative human-AI interaction for complex creative tasks,construction_v2/final_results/human-ai-interface/solution/passed_all_gates/frequency_individual/05_iterative_human-ai_interaction_for_complex_creative_tasks.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/human-ai-interface/solution/passed_all_gates/frequency_individual/05_iterative_human-ai_interaction_for_complex_creative_tasks.png,0,0.0,0,0.0,0,0.0,0,0.0,1,0.00022271714922048998,5,0.0007016559079427449,0.0,True
WS0080,human-ai-interface,solution,6,interactive evaluation of social intelligence,construction_v2/final_results/human-ai-interface/solution/passed_all_gates/frequency_individual/06_interactive_evaluation_of_social_intelligence.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/human-ai-interface/solution/passed_all_gates/frequency_individual/06_interactive_evaluation_of_social_intelligence.png,0,0.0,0,0.0,0,0.0,0,0.0,1,0.00022271714922048998,3,0.0004209935447656469,0.0,True
WS0081,human-ai-interface,solution,7,sociotechnical AI safety evaluation,construction_v2/final_results/human-ai-interface/solution/passed_all_gates/frequency_individual/07_sociotechnical_ai_safety_evaluation.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/human-ai-interface/solution/passed_all_gates/frequency_individual/07_sociotechnical_ai_safety_evaluation.png,0,0.0,0,0.0,0,0.0,0,0.0,1,0.00022271714922048998,4,0.000561324726354196,0.0,True
WS0082,human-ai-interface,solution,8,Prompt-based large language model interfaces,construction_v2/final_results/human-ai-interface/solution/passed_all_gates/frequency_individual/08_prompt-based_large_language_model_interfaces.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/human-ai-interface/solution/passed_all_gates/frequency_individual/08_prompt-based_large_language_model_interfaces.png,0,0.0,0,0.0,0,0.0,0,0.0,1,0.00022271714922048998,4,0.000561324726354196,0.0,True
WS0083,human-ai-interface,solution,9,false-belief task benchmarking,construction_v2/final_results/human-ai-interface/solution/passed_all_gates/frequency_individual/09_false-belief_task_benchmarking.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/human-ai-interface/solution/passed_all_gates/frequency_individual/09_false-belief_task_benchmarking.png,0,0.0,0,0.0,0,0.0,0,0.0,1,0.00022271714922048998,5,0.0007016559079427449,0.0,True
WS0084,human-ai-interface,solution,10,end-user prompt engineering,construction_v2/final_results/human-ai-interface/solution/passed_all_gates/frequency_individual/10_end-user_prompt_engineering.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/human-ai-interface/solution/passed_all_gates/frequency_individual/10_end-user_prompt_engineering.png,0,0.0,0,0.0,0,0.0,0,0.0,1,0.00022271714922048998,11,0.0015436429974740387,0.0,True
WS0085,human-ai-interface,solution,11,human-AI interaction patterns in text co-creation,construction_v2/final_results/human-ai-interface/solution/passed_all_gates/frequency_individual/11_human-ai_interaction_patterns_in_text_co-creation.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/human-ai-interface/solution/passed_all_gates/frequency_individual/11_human-ai_interaction_patterns_in_text_co-creation.png,0,0.0,0,0.0,0,0.0,0,0.0,1,0.00022271714922048998,5,0.0007016559079427449,0.0,True
WS0086,human-ai-interface,solution,12,human oversight of large language models,construction_v2/final_results/human-ai-interface/solution/passed_all_gates/frequency_individual/12_human_oversight_of_large_language_models.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/human-ai-interface/solution/passed_all_gates/frequency_individual/12_human_oversight_of_large_language_models.png,0,0.0,0,0.0,0,0.0,0,0.0,1,0.00022271714922048998,26,0.003648610721302273,0.0,True
WS0087,human-centric-ai,problem,1,interactive explanation effectiveness,construction_v2/final_results/human-centric-ai/problem/passed_all_gates/frequency_individual/01_interactive_explanation_effectiveness.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/human-centric-ai/problem/passed_all_gates/frequency_individual/01_interactive_explanation_effectiveness.png,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0003700962250185048,4,0.0007436326454731362,0.0,True
WS0088,human-centric-ai,problem,2,social bias in masked language models,construction_v2/final_results/human-centric-ai/problem/passed_all_gates/frequency_individual/02_social_bias_in_masked_language_models.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/human-centric-ai/problem/passed_all_gates/frequency_individual/02_social_bias_in_masked_language_models.png,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0003700962250185048,3,0.0005577244841048522,0.0,True
WS0089,human-centric-ai,problem,3,virtual influencer effects on purchase intention,construction_v2/final_results/human-centric-ai/problem/passed_all_gates/frequency_individual/03_virtual_influencer_effects_on_purchase_intention.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/human-centric-ai/problem/passed_all_gates/frequency_individual/03_virtual_influencer_effects_on_purchase_intention.png,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0003700962250185048,3,0.0005577244841048522,0.0,True
WS0090,human-centric-ai,problem,4,real-world evaluation gaps in autonomous web agents,construction_v2/final_results/human-centric-ai/problem/passed_all_gates/frequency_individual/04_real-world_evaluation_gaps_in_autonomous_web_agents.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/human-centric-ai/problem/passed_all_gates/frequency_individual/04_real-world_evaluation_gaps_in_autonomous_web_agents.png,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0003700962250185048,3,0.0005577244841048522,0.0,True
WS0091,human-centric-ai,problem,5,LLM transparency,construction_v2/final_results/human-centric-ai/problem/passed_all_gates/frequency_individual/05_llm_transparency.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/human-centric-ai/problem/passed_all_gates/frequency_individual/05_llm_transparency.png,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0003700962250185048,4,0.0007436326454731362,0.0,True
WS0092,human-centric-ai,problem,6,AI integration in user-centered design processes,construction_v2/final_results/human-centric-ai/problem/passed_all_gates/frequency_individual/06_ai_integration_in_user-centered_design_processes.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/human-centric-ai/problem/passed_all_gates/frequency_individual/06_ai_integration_in_user-centered_design_processes.png,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0003700962250185048,3,0.0005577244841048522,0.0,True
WS0093,human-centric-ai,problem,7,AI authorship effects on message perception,construction_v2/final_results/human-centric-ai/problem/passed_all_gates/frequency_individual/07_ai_authorship_effects_on_message_perception.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/human-centric-ai/problem/passed_all_gates/frequency_individual/07_ai_authorship_effects_on_message_perception.png,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0003700962250185048,3,0.0005577244841048522,0.0,True
WS0094,human-centric-ai,problem,8,AI-supported compassion in healthcare,construction_v2/final_results/human-centric-ai/problem/passed_all_gates/frequency_individual/08_ai-supported_compassion_in_healthcare.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/human-centric-ai/problem/passed_all_gates/frequency_individual/08_ai-supported_compassion_in_healthcare.png,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0003700962250185048,3,0.0005577244841048522,0.0,True
WS0095,human-centric-ai,problem,9,AI trustworthiness from stakeholder perspectives,construction_v2/final_results/human-centric-ai/problem/passed_all_gates/frequency_individual/09_ai_trustworthiness_from_stakeholder_perspectives.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/human-centric-ai/problem/passed_all_gates/frequency_individual/09_ai_trustworthiness_from_stakeholder_perspectives.png,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0003700962250185048,3,0.0005577244841048522,0.0,True
WS0096,human-centric-ai,problem,10,ethical and practical challenges of LLM-based educational technologies,construction_v2/final_results/human-centric-ai/problem/passed_all_gates/frequency_individual/10_ethical_and_practical_challenges_of_llm-based_educational_technologies.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/human-centric-ai/problem/passed_all_gates/frequency_individual/10_ethical_and_practical_challenges_of_llm-based_educational_technologies.png,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0003700962250185048,4,0.0007436326454731362,0.0,True
WS0097,human-centric-ai,problem,11,educational inequality in generative AI adoption,construction_v2/final_results/human-centric-ai/problem/passed_all_gates/frequency_individual/11_educational_inequality_in_generative_ai_adoption.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/human-centric-ai/problem/passed_all_gates/frequency_individual/11_educational_inequality_in_generative_ai_adoption.png,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0003700962250185048,3,0.0005577244841048522,0.0,True
WS0098,human-centric-ai,problem,12,human control of generative AI,construction_v2/final_results/human-centric-ai/problem/passed_all_gates/frequency_individual/12_human_control_of_generative_ai.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/human-centric-ai/problem/passed_all_gates/frequency_individual/12_human_control_of_generative_ai.png,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0003700962250185048,3,0.0005577244841048522,0.0,True
WS0099,human-centric-ai,problem,13,fair decision-making processes,construction_v2/final_results/human-centric-ai/problem/passed_all_gates/frequency_individual/13_fair_decision-making_processes.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/human-centric-ai/problem/passed_all_gates/frequency_individual/13_fair_decision-making_processes.png,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0003700962250185048,3,0.0005577244841048522,0.0,True
WS0100,human-centric-ai,problem,14,explainability-induced performance degradation,construction_v2/final_results/human-centric-ai/problem/passed_all_gates/frequency_individual/14_explainability-induced_performance_degradation.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/human-centric-ai/problem/passed_all_gates/frequency_individual/14_explainability-induced_performance_degradation.png,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0003700962250185048,7,0.0013013571295779885,0.0,True
WS0101,human-centric-ai,problem,15,consumer trust in virtual influencers,construction_v2/final_results/human-centric-ai/problem/passed_all_gates/frequency_individual/15_consumer_trust_in_virtual_influencers.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/human-centric-ai/problem/passed_all_gates/frequency_individual/15_consumer_trust_in_virtual_influencers.png,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0003700962250185048,3,0.0005577244841048522,0.0,True
WS0102,human-centric-ai,problem,16,critical thinking risks from over-reliance on generative AI,construction_v2/final_results/human-centric-ai/problem/passed_all_gates/frequency_individual/16_critical_thinking_risks_from_over-reliance_on_generative_ai.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/human-centric-ai/problem/passed_all_gates/frequency_individual/16_critical_thinking_risks_from_over-reliance_on_generative_ai.png,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0003700962250185048,3,0.0005577244841048522,0.0,True
WS0103,human-centric-ai,solution,1,technological dominance measurement in human-AI decision-making,construction_v2/final_results/human-centric-ai/solution/passed_all_gates/frequency_individual/01_technological_dominance_measurement_in_human-ai_decision-making.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/human-centric-ai/solution/passed_all_gates/frequency_individual/01_technological_dominance_measurement_in_human-ai_decision-making.png,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0003700962250185048,3,0.0005577244841048522,0.0,True
WS0104,human-centric-ai,solution,2,realistic benchmark environments for language-guided web agents,construction_v2/final_results/human-centric-ai/solution/passed_all_gates/frequency_individual/02_realistic_benchmark_environments_for_language-guided_web_agents.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/human-centric-ai/solution/passed_all_gates/frequency_individual/02_realistic_benchmark_environments_for_language-guided_web_agents.png,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0003700962250185048,3,0.0005577244841048522,0.0,True
WS0105,human-centric-ai,solution,3,Stylometric authorship attribution,construction_v2/final_results/human-centric-ai/solution/passed_all_gates/frequency_individual/03_stylometric_authorship_attribution.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/human-centric-ai/solution/passed_all_gates/frequency_individual/03_stylometric_authorship_attribution.png,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0003700962250185048,4,0.0007436326454731362,0.0,True
WS0106,human-centric-ai,solution,4,Human oversight of large language models,construction_v2/final_results/human-centric-ai/solution/passed_all_gates/frequency_individual/04_human_oversight_of_large_language_models.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/human-centric-ai/solution/passed_all_gates/frequency_individual/04_human_oversight_of_large_language_models.png,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0003700962250185048,26,0.004833612195575386,0.0,True
WS0107,human-centric-ai,solution,5,AI-generated persuasive messaging,construction_v2/final_results/human-centric-ai/solution/passed_all_gates/frequency_individual/05_ai-generated_persuasive_messaging.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/human-centric-ai/solution/passed_all_gates/frequency_individual/05_ai-generated_persuasive_messaging.png,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0003700962250185048,3,0.0005577244841048522,0.0,True
WS0108,human-centric-ai,solution,6,bias auditing for stigmatized groups in NLP models,construction_v2/final_results/human-centric-ai/solution/passed_all_gates/frequency_individual/06_bias_auditing_for_stigmatized_groups_in_nlp_models.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/human-centric-ai/solution/passed_all_gates/frequency_individual/06_bias_auditing_for_stigmatized_groups_in_nlp_models.png,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0003700962250185048,3,0.0005577244841048522,0.0,True
WS0109,machine-unlearning,problem,1,federated unlearning,construction_v2/final_results/machine-unlearning/problem/passed_all_gates/frequency_individual/01_federated_unlearning.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/machine-unlearning/problem/passed_all_gates/frequency_individual/01_federated_unlearning.png,0,0.0,0,0.0,1,0.004484304932735426,3,0.011278195488721804,7,0.019390581717451522,25,0.033288948069241014,0.9422143805442931,True
WS0110,machine-unlearning,problem,2,graph unlearning,construction_v2/final_results/machine-unlearning/problem/passed_all_gates/frequency_individual/02_graph_unlearning.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/machine-unlearning/problem/passed_all_gates/frequency_individual/02_graph_unlearning.png,0,0.0,0,0.0,1,0.004484304932735426,1,0.0037593984962406013,4,0.0110803324099723,31,0.041278295605858856,0.6096556944168826,True
WS0111,machine-unlearning,problem,3,privacy leakage in machine unlearning,construction_v2/final_results/machine-unlearning/problem/passed_all_gates/frequency_individual/03_privacy_leakage_in_machine_unlearning.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/machine-unlearning/problem/passed_all_gates/frequency_individual/03_privacy_leakage_in_machine_unlearning.png,0,0.0,1,0.006993006993006993,0,0.0,2,0.007518796992481203,3,0.008310249307479225,39,0.05193075898801598,0.06733379443184434,True
WS0112,machine-unlearning,problem,4,training data protection from unauthorized model learning,construction_v2/final_results/machine-unlearning/problem/passed_all_gates/frequency_individual/04_training_data_protection_from_unauthorized_model_learning.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/machine-unlearning/problem/passed_all_gates/frequency_individual/04_training_data_protection_from_unauthorized_model_learning.png,0,0.0,0,0.0,1,0.004484304932735426,0,0.0,2,0.00554016620498615,20,0.02663115845539281,0.008053049514693865,True
WS0113,machine-unlearning,problem,5,computationally efficient machine unlearning,construction_v2/final_results/machine-unlearning/problem/passed_all_gates/frequency_individual/05_computationally_efficient_machine_unlearning.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/machine-unlearning/problem/passed_all_gates/frequency_individual/05_computationally_efficient_machine_unlearning.png,1,0.006896551724137931,0,0.0,0,0.0,0,0.0,4,0.0110803324099723,117,0.15579227696404793,1.6304440416248646e-09,True
