annotation_id,mature_topic,space,rank,candidate_topic,image_path,github_image_url,topic_f_2019,topic_f_2020,topic_f_2021,topic_f_2022,topic_f_2023,ref_f_2024,score,passed_all_gates
WS0076,human-ai-interface,solution,2,mathematical modeling of human-AI ecosystems,construction_v2/images/WS0076_02_mathematical_modeling_of_human-ai_ecosystems.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0076_02_mathematical_modeling_of_human-ai_ecosystems.png,0.0,0.0,0.0,0.0,0.00022271714922048998,0.0004209935447656469,0.0,True
WS0077,human-ai-interface,solution,3,human-in-the-loop embodied AI simulation,construction_v2/images/WS0077_03_human-in-the-loop_embodied_ai_simulation.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0077_03_human-in-the-loop_embodied_ai_simulation.png,0.0,0.0,0.0,0.0,0.00022271714922048998,0.0004209935447656469,0.0,True
WS0078,human-ai-interface,solution,4,human-interaction risk assessment for generative AI,construction_v2/images/WS0078_04_human-interaction_risk_assessment_for_generative_ai.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0078_04_human-interaction_risk_assessment_for_generative_ai.png,0.0,0.0,0.0,0.0,0.00022271714922048998,0.000561324726354196,0.0,True
WS0079,human-ai-interface,solution,5,iterative human-AI interaction for complex creative tasks,construction_v2/images/WS0079_05_iterative_human-ai_interaction_for_complex_creative_tasks.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0079_05_iterative_human-ai_interaction_for_complex_creative_tasks.png,0.0,0.0,0.0,0.0,0.00022271714922048998,0.0007016559079427449,0.0,True
WS0080,human-ai-interface,solution,6,interactive evaluation of social intelligence,construction_v2/images/WS0080_06_interactive_evaluation_of_social_intelligence.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0080_06_interactive_evaluation_of_social_intelligence.png,0.0,0.0,0.0,0.0,0.00022271714922048998,0.0004209935447656469,0.0,True
WS0081,human-ai-interface,solution,7,sociotechnical AI safety evaluation,construction_v2/images/WS0081_07_sociotechnical_ai_safety_evaluation.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0081_07_sociotechnical_ai_safety_evaluation.png,0.0,0.0,0.0,0.0,0.00022271714922048998,0.000561324726354196,0.0,True
WS0082,human-ai-interface,solution,8,Prompt-based large language model interfaces,construction_v2/images/WS0082_08_prompt-based_large_language_model_interfaces.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0082_08_prompt-based_large_language_model_interfaces.png,0.0,0.0,0.0,0.0,0.00022271714922048998,0.000561324726354196,0.0,True
WS0083,human-ai-interface,solution,9,false-belief task benchmarking,construction_v2/images/WS0083_09_false-belief_task_benchmarking.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0083_09_false-belief_task_benchmarking.png,0.0,0.0,0.0,0.0,0.00022271714922048998,0.0007016559079427449,0.0,True
WS0084,human-ai-interface,solution,10,end-user prompt engineering,construction_v2/images/WS0084_10_end-user_prompt_engineering.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0084_10_end-user_prompt_engineering.png,0.0,0.0,0.0,0.0,0.00022271714922048998,0.0015436429974740387,0.0,True
WS0085,human-ai-interface,solution,11,human-AI interaction patterns in text co-creation,construction_v2/images/WS0085_11_human-ai_interaction_patterns_in_text_co-creation.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0085_11_human-ai_interaction_patterns_in_text_co-creation.png,0.0,0.0,0.0,0.0,0.00022271714922048998,0.0007016559079427449,0.0,True
WS0086,human-ai-interface,solution,12,human oversight of large language models,construction_v2/images/WS0086_12_human_oversight_of_large_language_models.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0086_12_human_oversight_of_large_language_models.png,0.0,0.0,0.0,0.0,0.00022271714922048998,0.003648610721302273,0.0,True
WS0087,human-centric-ai,problem,1,interactive explanation effectiveness,construction_v2/images/WS0087_01_interactive_explanation_effectiveness.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0087_01_interactive_explanation_effectiveness.png,0.0,0.0,0.0,0.0,0.0003700962250185048,0.0007436326454731362,0.0,True
WS0088,human-centric-ai,problem,2,social bias in masked language models,construction_v2/images/WS0088_02_social_bias_in_masked_language_models.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0088_02_social_bias_in_masked_language_models.png,0.0,0.0,0.0,0.0,0.0003700962250185048,0.0005577244841048522,0.0,True
WS0089,human-centric-ai,problem,3,virtual influencer effects on purchase intention,construction_v2/images/WS0089_03_virtual_influencer_effects_on_purchase_intention.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0089_03_virtual_influencer_effects_on_purchase_intention.png,0.0,0.0,0.0,0.0,0.0003700962250185048,0.0005577244841048522,0.0,True
WS0090,human-centric-ai,problem,4,real-world evaluation gaps in autonomous web agents,construction_v2/images/WS0090_04_real-world_evaluation_gaps_in_autonomous_web_agents.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0090_04_real-world_evaluation_gaps_in_autonomous_web_agents.png,0.0,0.0,0.0,0.0,0.0003700962250185048,0.0005577244841048522,0.0,True
WS0091,human-centric-ai,problem,5,LLM transparency,construction_v2/images/WS0091_05_llm_transparency.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0091_05_llm_transparency.png,0.0,0.0,0.0,0.0,0.0003700962250185048,0.0007436326454731362,0.0,True
WS0092,human-centric-ai,problem,6,AI integration in user-centered design processes,construction_v2/images/WS0092_06_ai_integration_in_user-centered_design_processes.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0092_06_ai_integration_in_user-centered_design_processes.png,0.0,0.0,0.0,0.0,0.0003700962250185048,0.0005577244841048522,0.0,True
WS0093,human-centric-ai,problem,7,AI authorship effects on message perception,construction_v2/images/WS0093_07_ai_authorship_effects_on_message_perception.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0093_07_ai_authorship_effects_on_message_perception.png,0.0,0.0,0.0,0.0,0.0003700962250185048,0.0005577244841048522,0.0,True
WS0094,human-centric-ai,problem,8,AI-supported compassion in healthcare,construction_v2/images/WS0094_08_ai-supported_compassion_in_healthcare.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0094_08_ai-supported_compassion_in_healthcare.png,0.0,0.0,0.0,0.0,0.0003700962250185048,0.0005577244841048522,0.0,True
WS0095,human-centric-ai,problem,9,AI trustworthiness from stakeholder perspectives,construction_v2/images/WS0095_09_ai_trustworthiness_from_stakeholder_perspectives.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0095_09_ai_trustworthiness_from_stakeholder_perspectives.png,0.0,0.0,0.0,0.0,0.0003700962250185048,0.0005577244841048522,0.0,True
WS0096,human-centric-ai,problem,10,ethical and practical challenges of LLM-based educational technologies,construction_v2/images/WS0096_10_ethical_and_practical_challenges_of_llm-based_educational_technologies.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0096_10_ethical_and_practical_challenges_of_llm-based_educational_technologies.png,0.0,0.0,0.0,0.0,0.0003700962250185048,0.0007436326454731362,0.0,True
WS0097,human-centric-ai,problem,11,educational inequality in generative AI adoption,construction_v2/images/WS0097_11_educational_inequality_in_generative_ai_adoption.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0097_11_educational_inequality_in_generative_ai_adoption.png,0.0,0.0,0.0,0.0,0.0003700962250185048,0.0005577244841048522,0.0,True
WS0098,human-centric-ai,problem,12,human control of generative AI,construction_v2/images/WS0098_12_human_control_of_generative_ai.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0098_12_human_control_of_generative_ai.png,0.0,0.0,0.0,0.0,0.0003700962250185048,0.0005577244841048522,0.0,True
WS0099,human-centric-ai,problem,13,fair decision-making processes,construction_v2/images/WS0099_13_fair_decision-making_processes.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0099_13_fair_decision-making_processes.png,0.0,0.0,0.0,0.0,0.0003700962250185048,0.0005577244841048522,0.0,True
WS0100,human-centric-ai,problem,14,explainability-induced performance degradation,construction_v2/images/WS0100_14_explainability-induced_performance_degradation.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0100_14_explainability-induced_performance_degradation.png,0.0,0.0,0.0,0.0,0.0003700962250185048,0.0013013571295779885,0.0,True
WS0101,human-centric-ai,problem,15,consumer trust in virtual influencers,construction_v2/images/WS0101_15_consumer_trust_in_virtual_influencers.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0101_15_consumer_trust_in_virtual_influencers.png,0.0,0.0,0.0,0.0,0.0003700962250185048,0.0005577244841048522,0.0,True
WS0102,human-centric-ai,problem,16,critical thinking risks from over-reliance on generative AI,construction_v2/images/WS0102_16_critical_thinking_risks_from_over-reliance_on_generative_ai.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0102_16_critical_thinking_risks_from_over-reliance_on_generative_ai.png,0.0,0.0,0.0,0.0,0.0003700962250185048,0.0005577244841048522,0.0,True
WS0103,human-centric-ai,solution,1,technological dominance measurement in human-AI decision-making,construction_v2/images/WS0103_01_technological_dominance_measurement_in_human-ai_decision-making.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0103_01_technological_dominance_measurement_in_human-ai_decision-making.png,0.0,0.0,0.0,0.0,0.0003700962250185048,0.0005577244841048522,0.0,True
WS0104,human-centric-ai,solution,2,realistic benchmark environments for language-guided web agents,construction_v2/images/WS0104_02_realistic_benchmark_environments_for_language-guided_web_agents.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0104_02_realistic_benchmark_environments_for_language-guided_web_agents.png,0.0,0.0,0.0,0.0,0.0003700962250185048,0.0005577244841048522,0.0,True
WS0105,human-centric-ai,solution,3,Stylometric authorship attribution,construction_v2/images/WS0105_03_stylometric_authorship_attribution.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0105_03_stylometric_authorship_attribution.png,0.0,0.0,0.0,0.0,0.0003700962250185048,0.0007436326454731362,0.0,True
WS0106,human-centric-ai,solution,4,Human oversight of large language models,construction_v2/images/WS0106_04_human_oversight_of_large_language_models.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0106_04_human_oversight_of_large_language_models.png,0.0,0.0,0.0,0.0,0.0003700962250185048,0.004833612195575386,0.0,True
WS0107,human-centric-ai,solution,5,AI-generated persuasive messaging,construction_v2/images/WS0107_05_ai-generated_persuasive_messaging.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0107_05_ai-generated_persuasive_messaging.png,0.0,0.0,0.0,0.0,0.0003700962250185048,0.0005577244841048522,0.0,True
WS0108,human-centric-ai,solution,6,bias auditing for stigmatized groups in NLP models,construction_v2/images/WS0108_06_bias_auditing_for_stigmatized_groups_in_nlp_models.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0108_06_bias_auditing_for_stigmatized_groups_in_nlp_models.png,0.0,0.0,0.0,0.0,0.0003700962250185048,0.0005577244841048522,0.0,True
WS0109,machine-unlearning,problem,1,federated unlearning,construction_v2/images/WS0109_01_federated_unlearning.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0109_01_federated_unlearning.png,0.0,0.0,0.004484304932735426,0.011278195488721804,0.019390581717451522,0.033288948069241014,0.9422143805442931,True
WS0110,machine-unlearning,problem,2,graph unlearning,construction_v2/images/WS0110_02_graph_unlearning.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0110_02_graph_unlearning.png,0.0,0.0,0.004484304932735426,0.0037593984962406013,0.0110803324099723,0.041278295605858856,0.6096556944168826,True
WS0111,machine-unlearning,problem,3,privacy leakage in machine unlearning,construction_v2/images/WS0111_03_privacy_leakage_in_machine_unlearning.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0111_03_privacy_leakage_in_machine_unlearning.png,0.0,0.006993006993006993,0.0,0.007518796992481203,0.008310249307479225,0.05193075898801598,0.06733379443184434,True
WS0112,machine-unlearning,problem,4,training data protection from unauthorized model learning,construction_v2/images/WS0112_04_training_data_protection_from_unauthorized_model_learning.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0112_04_training_data_protection_from_unauthorized_model_learning.png,0.0,0.0,0.004484304932735426,0.0,0.00554016620498615,0.02663115845539281,0.008053049514693865,True
WS0113,machine-unlearning,problem,5,computationally efficient machine unlearning,construction_v2/images/WS0113_05_computationally_efficient_machine_unlearning.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0113_05_computationally_efficient_machine_unlearning.png,0.006896551724137931,0.0,0.0,0.0,0.0110803324099723,0.15579227696404793,1.6304440416248646e-09,True
WS0114,machine-unlearning,solution,1,influence-function-based unlearning,construction_v2/images/WS0114_01_influence-function-based_unlearning.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0114_01_influence-function-based_unlearning.png,0.0,0.0,0.004484304932735426,0.007518796992481203,0.0110803324099723,0.06258322237017311,1.0,True
WS0115,machine-unlearning,solution,2,federated unlearning,construction_v2/images/WS0115_02_federated_unlearning.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0115_02_federated_unlearning.png,0.0,0.006993006993006993,0.004484304932735426,0.011278195488721804,0.0221606648199446,0.03994673768308921,0.7237714581090258,True
WS0116,machine-unlearning,solution,3,approximate unlearning,construction_v2/images/WS0116_03_approximate_unlearning.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0116_03_approximate_unlearning.png,0.0,0.0,0.004484304932735426,0.0037593984962406013,0.008310249307479225,0.10652463382157124,0.2795262101140713,True
WS0117,machine-unlearning,solution,4,data-free machine unlearning,construction_v2/images/WS0117_04_data-free_machine_unlearning.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0117_04_data-free_machine_unlearning.png,0.0,0.0,0.0,0.007518796992481203,0.008310249307479225,0.06391478029294274,0.050180953290454994,True
WS0118,machine-unlearning,solution,5,privacy-preserving machine unlearning,construction_v2/images/WS0118_05_privacy-preserving_machine_unlearning.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0118_05_privacy-preserving_machine_unlearning.png,0.0,0.0,0.004484304932735426,0.0,0.0110803324099723,0.05059920106524634,0.009436973594370783,True
WS0119,masked-face-recognition,solution,1,transparent face masks,construction_v2/images/WS0119_01_transparent_face_masks.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0119_01_transparent_face_masks.png,0.0,0.0,0.0024937655860349127,0.004210526315789474,0.005194805194805195,0.023411371237458192,0.9999999998740707,True
WS0120,masked-face-recognition,solution,2,self-supervised facial representation learning,construction_v2/images/WS0120_02_self-supervised_facial_representation_learning.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0120_02_self-supervised_facial_representation_learning.png,0.0,0.0,0.0,0.002105263157894737,0.0025974025974025974,0.006688963210702341,0.15191902863535883,True
WS0121,masked-face-recognition,solution,3,event-related potential analysis of masked face perception,construction_v2/images/WS0121_03_event-related_potential_analysis_of_masked_face_perception.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0121_03_event-related_potential_analysis_of_masked_face_perception.png,0.0,0.0,0.0,0.0,0.0025974025974025974,0.013377926421404682,0.0,True
WS0122,masked-language-model,problem,2,masked language model likelihood estimation,construction_v2/images/WS0122_02_masked_language_model_likelihood_estimation.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0122_02_masked_language_model_likelihood_estimation.png,0.0,0.0,0.0,0.0,0.001310615989515072,0.0031678986272439284,0.0,True
WS0123,masked-language-model,solution,2,pseudo-log-likelihood scoring,construction_v2/images/WS0123_02_pseudo-log-likelihood_scoring.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0123_02_pseudo-log-likelihood_scoring.png,0.0,0.0,0.0,0.001564945226917058,0.001310615989515072,0.0031678986272439284,0.0,True
WS0124,masked-language-model,solution,5,masked generative transformers,construction_v2/images/WS0124_05_masked_generative_transformers.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0124_05_masked_generative_transformers.png,0.0,0.0,0.0,0.0,0.002621231979030144,0.004223864836325237,0.0,True
WS0125,masked-language-model,solution,6,joint distribution modeling for masked language models,construction_v2/images/WS0125_06_joint_distribution_modeling_for_masked_language_models.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0125_06_joint_distribution_modeling_for_masked_language_models.png,0.0,0.0,0.0,0.0,0.001310615989515072,0.0031678986272439284,0.0,True
WS0126,multimodal-ai,problem,1,tool use in multimodal assistants,construction_v2/images/WS0126_01_tool_use_in_multimodal_assistants.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0126_01_tool_use_in_multimodal_assistants.png,0.0,0.0,0.0,0.0,0.0009551098376313276,0.002066115702479339,0.0,True
WS0127,multimodal-ai,problem,2,domain-specific multimodal reasoning,construction_v2/images/WS0127_02_domain-specific_multimodal_reasoning.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0127_02_domain-specific_multimodal_reasoning.png,0.0,0.0,0.0,0.0,0.0009551098376313276,0.00878099173553719,0.0,True
WS0128,multimodal-ai,problem,3,domain generalizability in multimodal large language models,construction_v2/images/WS0128_03_domain_generalizability_in_multimodal_large_language_models.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0128_03_domain_generalizability_in_multimodal_large_language_models.png,0.0,0.0,0.0,0.0,0.0009551098376313276,0.0015495867768595042,0.0,True
WS0129,multimodal-ai,problem,4,biomedical vision-language understanding,construction_v2/images/WS0129_04_biomedical_vision-language_understanding.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0129_04_biomedical_vision-language_understanding.png,0.0,0.0,0.0,0.0,0.0009551098376313276,0.005165289256198347,0.0,True
WS0130,multimodal-ai,solution,1,multimodal prompting,construction_v2/images/WS0130_01_multimodal_prompting.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0130_01_multimodal_prompting.png,0.0,0.0,0.0,0.0,0.0019102196752626551,0.005681818181818182,0.0,True
WS0131,multimodal-ai,solution,2,multimodal mathematical reasoning benchmarks,construction_v2/images/WS0131_02_multimodal_mathematical_reasoning_benchmarks.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0131_02_multimodal_mathematical_reasoning_benchmarks.png,0.0,0.0,0.0,0.0,0.0009551098376313276,0.005681818181818182,0.0,True
WS0132,multimodal-ai,solution,3,vision-language instruction tuning,construction_v2/images/WS0132_03_vision-language_instruction_tuning.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0132_03_vision-language_instruction_tuning.png,0.0,0.0,0.0,0.0,0.0009551098376313276,0.005165289256198347,0.0,True
WS0133,multimodal-ai,solution,4,open-ended multimodal reasoning benchmarks,construction_v2/images/WS0133_04_open-ended_multimodal_reasoning_benchmarks.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0133_04_open-ended_multimodal_reasoning_benchmarks.png,0.0,0.0,0.0,0.0,0.0019102196752626551,0.00878099173553719,0.0,True
WS0134,multimodal-ai,solution,5,visual referring prompting,construction_v2/images/WS0134_05_visual_referring_prompting.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0134_05_visual_referring_prompting.png,0.0,0.0,0.0,0.0,0.0009551098376313276,0.005681818181818182,0.0,True
WS0135,multimodal-ai,solution,6,grounded multimodal large language models,construction_v2/images/WS0135_06_grounded_multimodal_large_language_models.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0135_06_grounded_multimodal_large_language_models.png,0.0,0.0,0.0,0.0,0.0009551098376313276,0.005165289256198347,0.0,True
WS0136,multimodal-ai,solution,7,generalist biomedical multimodal models,construction_v2/images/WS0136_07_generalist_biomedical_multimodal_models.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0136_07_generalist_biomedical_multimodal_models.png,0.0,0.0,0.0,0.0,0.0009551098376313276,0.002066115702479339,0.0,True
WS0137,multimodal-ai,solution,8,language model orchestration of vision experts,construction_v2/images/WS0137_08_language_model_orchestration_of_vision_experts.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0137_08_language_model_orchestration_of_vision_experts.png,0.0,0.0,0.0,0.0,0.0009551098376313276,0.0030991735537190084,0.0,True
WS0138,multimodal-hate-speech-detection,problem,1,cross-modal reasoning in hateful meme detection,construction_v2/images/WS0138_01_cross-modal_reasoning_in_hateful_meme_detection.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0138_01_cross-modal_reasoning_in_hateful_meme_detection.png,0.0,0.0,0.0,0.0,0.045454545454545456,0.10714285714285714,0.0,True
WS0139,multimodal-hate-speech-detection,solution,1,prompt-based caption generation with frozen vision-language models,construction_v2/images/WS0139_01_prompt-based_caption_generation_with_frozen_vision-language_models.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0139_01_prompt-based_caption_generation_with_frozen_vision-language_models.png,0.0,0.0,0.0,0.0,0.045454545454545456,0.10714285714285714,0.0,True
WS0140,privacy-preserving-machine-learning,solution,1,fairness-aware differentially private learning,construction_v2/images/WS0140_01_fairness-aware_differentially_private_learning.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0140_01_fairness-aware_differentially_private_learning.png,0.0,0.0,0.0,0.0,0.0009775171065493646,0.002745367192862045,0.0,True
WS0141,scientific-machine-learning,problem,1,statistical validity for machine-learning-derived predictions,construction_v2/images/WS0141_01_statistical_validity_for_machine-learning-derived_predictions.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0141_01_statistical_validity_for_machine-learning-derived_predictions.png,0.0,0.0,0.0,0.0,0.00032981530343007914,0.0005433601391001956,0.0,True
WS0142,scientific-machine-learning,solution,1,machine-learning-assisted statistical inference,construction_v2/images/WS0142_01_machine-learning-assisted_statistical_inference.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0142_01_machine-learning-assisted_statistical_inference.png,0.0,0.0,0.0,0.0,0.00032981530343007914,0.0005433601391001956,0.0,True
WS0143,scientific-machine-learning,solution,2,behavioral simulation with large language models,construction_v2/images/WS0143_02_behavioral_simulation_with_large_language_models.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0143_02_behavioral_simulation_with_large_language_models.png,0.0,0.0,0.0,0.0,0.00032981530343007914,0.0005433601391001956,0.0,True
WS0144,self-supervised-learning-cnn,problem,1,spatial noise correlation in self-supervised denoising,construction_v2/images/WS0144_01_spatial_noise_correlation_in_self-supervised_denoising.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0144_01_spatial_noise_correlation_in_self-supervised_denoising.png,0.0,0.0,0.0,0.0,0.002150537634408602,0.004024144869215292,0.0,True
WS0145,self-supervised-learning-cnn,solution,1,vision transformers,construction_v2/images/WS0145_01_vision_transformers.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0145_01_vision_transformers.png,0.0,0.0,0.0,0.002577319587628866,0.0,0.004024144869215292,0.0,True
WS0146,tiny-machine-learning,problem,1,TinyML deployment challenges,construction_v2/images/WS0146_01_tinyml_deployment_challenges.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0146_01_tinyml_deployment_challenges.png,0.0,0.0,0.0,0.002688172043010753,0.004246284501061571,0.010510510510510511,0.26736690223469217,True
WS0147,tiny-machine-learning,problem,2,processing capacity optimization in TinyML,construction_v2/images/WS0147_02_processing_capacity_optimization_in_tinyml.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0147_02_processing_capacity_optimization_in_tinyml.png,0.0,0.0,0.0,0.0,0.0021231422505307855,0.006006006006006006,0.0,True
WS0148,tiny-machine-learning,problem,3,on-device resource efficiency,construction_v2/images/WS0148_03_on-device_resource_efficiency.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0148_03_on-device_resource_efficiency.png,0.0,0.0,0.0,0.0,0.0021231422505307855,0.0045045045045045045,0.0,True
WS0149,tiny-machine-learning,problem,4,cloud offloading limitations in wearable sensing,construction_v2/images/WS0149_04_cloud_offloading_limitations_in_wearable_sensing.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0149_04_cloud_offloading_limitations_in_wearable_sensing.png,0.0,0.0,0.0,0.0,0.0021231422505307855,0.0075075075075075074,0.0,True
WS0150,tiny-machine-learning,problem,5,incremental on-device learning for TinyML,construction_v2/images/WS0150_05_incremental_on-device_learning_for_tinyml.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0150_05_incremental_on-device_learning_for_tinyml.png,0.0,0.0,0.0,0.0,0.0021231422505307855,0.006006006006006006,0.0,True
WS0151,tiny-machine-learning,problem,6,embedded structural health monitoring,construction_v2/images/WS0151_06_embedded_structural_health_monitoring.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0151_06_embedded_structural_health_monitoring.png,0.0,0.0,0.0,0.0,0.0021231422505307855,0.0045045045045045045,0.0,True
WS0152,tiny-machine-learning,solution,1,microcontroller neural network accelerators,construction_v2/images/WS0152_01_microcontroller_neural_network_accelerators.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0152_01_microcontroller_neural_network_accelerators.png,0.0,0.0,0.0,0.002688172043010753,0.0021231422505307855,0.0045045045045045045,0.0,True
WS0153,tiny-machine-learning,solution,2,reduced-precision neural network training,construction_v2/images/WS0153_02_reduced-precision_neural_network_training.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0153_02_reduced-precision_neural_network_training.png,0.0,0.0,0.0,0.0,0.0021231422505307855,0.006006006006006006,0.0,True
